SELLDATE,SELLMONTH,SELLYEAR,ADDRESS,CITY,STATE,ZIP, PRICE ,BEDS,BATHS,LOCATION,SQFT,LOTSIZE,YARDSPACE,YEARBUILT,SELLAGE,PRICE/SQFT,HOA/MONTH,MLS#,LATITUDE,LONGITUDE
28-Feb-22,Feb-22,2022,13128 Jonata,Frisco,TX,75035,"$603,900.00 ",3,2.5,Park Vista,2447,4356,1909,2021,1,$246.79 ,42,14608419,33.1723647,-96.7639555
14-Oct-22,Oct-22,2022,13021 Scissortail Dr,Frisco,TX,75035,"$924,900.00 ",5,4,Park Vista,3562,6534,2972,2022,0,$259.66 ,42,20117269,33.1701245,-96.7651421
18-Feb-22,Feb-22,2022,13080 Cooper River Trl,Frisco,TX,75035,"$774,400.00 ",5,4,Park Vista,3374,6098,2724,2021,1,$229.52 ,167,14634757,33.1740556,-96.7640808
7-Sep-22,Sep-22,2022,9879 Brackenfield Ln,Frisco,TX,75035,"$1,048,888.00 ",4,4,Estates at Shaddock Park,3527,4792,1265,2022,0,$297.39 ,71,20098985,33.1590654,-96.7514753
23-Feb-23,Feb-23,2023,13869 Woodford Ln,Frisco,TX,75035,"$1,223,888.00 ",4,4.5,Estates at Shaddock Park,4250,4792,542,2022,1,$287.97 ,71,20099052,33.152905,-96.757003
11-Aug-22,Aug-22,2022,10404 Smarty Jones St,Frisco,TX,75035,"$1,058,000.00 ",4,4,Lexington Ph Five,3727,8146,4419,2019,3,$283.87 ,125,20068846,33.1633989,-96.760252
29-Nov-22,Nov-22,2022,14663 Ireland Ln,Frisco,TX,75035,"$824,900.00 ",4,3.5,Villages Of Stonelake Estates Ph Ic,3411,10454,7043,2010,12,$241.84 ,50,20152555,33.1669637,-96.7493365
24-Aug-22,Aug-22,2022,11317 Blackwater Trl,Frisco,TX,75035,"$724,900.00 ",4,3.5,Park Vista,2714,4356,1642,2022,0,$267.10 ,42,20043900,33.171036,-96.766406
9-May-22,May-22,2022,12996 Cooper River Trl,Frisco,TX,75035,"$795,900.00 ",5,4,Park Vista,3977,6098,2121,2021,1,$200.13 ,42,14631848,33.1740539,-96.7650364
18-Nov-22,Nov-22,2022,11287 Four Roses Trl,Frisco,TX,75035,"$709,900.00 ",4,3.5,Park Vista,2714,4356,1642,2022,0,$261.57 ,42,20059439,33.1709781,-96.7636189
16-Dec-22,Dec-22,2022,8969 Frostweed Rd,Frisco,TX,75035,"$1,700,000.00 ",5,5.5,The Grove,5280,10019,4739,2019,3,$321.97 ,190,20177348,33.1515896,-96.7430014
27-Aug-21,Aug-21,2021,14968 Maroon Bells Ln,Frisco,TX,75035,"$885,000.00 ",6,5.5,Villages Of Stonelake Estates Ph Iia,4730,9409,4679,2013,8,$187.10 ,21,14586608,33.1647311,-96.7457612
2-Feb-23,Feb-23,2023,13913 Dorset Ln,Frisco,TX,75035,"$941,991.00 ",4,4.5,Estates at Shaddock Park Phase 2,3782,5545,1763,2022,1,$249.07 ,71,20210356,33.158552,-96.755849
25-Jan-23,Jan-23,2023,13824 Wickham Ln,Frisco,TX,75035,"$959,999.00 ",5,5,Estates At Shaddock Park Ph 1,4035,8407,4372,2020,3,$237.92 ,63,20183035,33.1541556,-96.7569688
30-Apr-21,Apr-21,2021,9636 Woodford Ln,Frisco,TX,75035,"$685,685.00 ",5,6,Estates at Shaddock Park Phase 1,4374,8233,3859,2020,1,$156.76 ,63,14514452,33.156495,-96.7589764
12-May-22,May-22,2022,12924 Caprock Dr,Frisco,TX,75035,"$693,900.00 ",3,3.5,Park Vista,2804,4356,1552,2021,1,$247.47 ,42,14699552,33.1717459,-96.7660874
27-Aug-21,Aug-21,2021,15251 Crystal Beach Ln,Frisco,TX,75035,"$1,185,000.00 ",6,5.5,Villages Of Stonelake Estates Ph III,4835,14375,9540,2016,5,$245.09 ,50,14589407,33.161729,-96.742505
4-Aug-22,Aug-22,2022,13436 Proud Clairon St,Frisco,TX,75035,"$1,599,999.00 ",5,5.5,Lexington Ph Eleven A,4600,9322,4722,2021,1,$347.83 ,100,20051071,33.1568925,-96.7613186
24-Nov-22,Nov-22,2022,15964 Christopher Ln,Frisco,TX,75035,"$769,900.00 ",4,3.5,Stonelake Estates,4205,10019,5814,2005,17,$183.09 ,48,20117600,33.1715724,-96.7340537
5-Jan-23,Jan-23,2023,13874 Salmon Dr,Frisco,TX,75035,"$626,400.00 ",5,4,Villages At Willow Bay South Ph I,3728,7405,3677,2008,15,$168.03 ,35,20112878,33.1722818,-96.756467
15-Sep-21,Sep-21,2021,13232 Jonata St,Frisco,TX,75033,"$606,900.00 ",3,2.5,Park Vista,2565,4356,1791,2021,0,$236.61 ,42,14555542,33.172459,-96.7630973
27-Jan-23,Jan-23,2023,14059 Chestnut Glen Ln,Frisco,TX,75035,"$878,595.00 ",4,4.5,Estates at Shaddock Park Phase 2,3263,6874,3611,2022,1,$269.26 ,71,20187150,33.159428,-96.7548777
25-May-21,May-21,2021,15196 Spider Lily Rd,Frisco,TX,75035,"$898,900.00 ",5,5.5,"Grove Frisco Ph 2, The",3995,9932,5937,2020,1,$225.01 ,190,14487193,33.1517147,-96.7439213
13-Jan-23,Jan-23,2023,13250 Affirmed Ave,Frisco,TX,75035,"$799,000.00 ",4,3,Lexington Ph Two,3338,6795,3457,2017,6,$239.36 ,100,20170517,33.1632675,-96.7630753
28-Oct-21,Oct-21,2021,14212 Dorset Ln,Frisco,TX,75035,"$599,000.00 ",3,2.5,Estates at Shaddock Park Phase 2,2222,6839,4617,2021,0,$269.58 ,63,14621014,33.1591617,-96.7529181
28-Feb-22,Feb-22,2022,11272 Blackwater Trl,Frisco,TX,75035,"$704,400.00 ",3,2.5,Park Vista,2857,4356,1499,2021,1,$246.55 ,42,14601669,33.170813,-96.766092
19-Dec-22,Dec-22,2022,14266 Danehurst Ln,Frisco,TX,75035,"$825,000.00 ",5,4,Estates At Shaddock Park Ph 1,3518,6882,3364,2020,2,$234.51 ,71,20117359,33.1557682,-96.7534349
28-Sep-22,Sep-22,2022,11221 Blackwater Trl,Frisco,TX,75035,"$749,900.00 ",3,2.5,Park Vista,2857,7971,5114,2022,0,$262.48 ,42,20059386,33.170564,-96.766387
30-Dec-21,Dec-21,2021,12947 Cooper River Trl,Frisco,TX,75035,"$523,900.00 ",3,2,Park Vista,1800,4356,2556,2021,0,$291.06 ,42,14585555,33.1735673,-96.7654583
21-Feb-23,Feb-23,2023,15676 Tealwood Ln,Frisco,TX,75035,"$775,000.00 ",5,4,Stonelake Estates Ph I,3932,9148,5216,2004,19,$197.10 ,48,20168326,33.1739631,-96.7367295
3-Mar-23,Mar-23,2023,9834 Brackenfield Ln,Frisco,TX,75035,"$921,159.00 ",4,4,Estates at Shaddock Park Phase 2,3300,6874,3574,2022,1,$279.14 ,71,20201104,33.1586298,-96.750874
28-Mar-22,Mar-22,2022,12898 Caprock Dr,Frisco,TX,75035,"$651,900.00 ",3,2.5,Park Vista,2857,4356,1499,2021,1,$228.18 ,42,14623901,33.171748,-96.7663488
28-Oct-22,Oct-22,2022,11245 Blackwater Trl,Frisco,TX,75035,"$699,900.00 ",3,3.5,Park Vista,2801,4356,1555,2022,0,$249.88 ,42,20059750,33.170696,-96.7664
28-Oct-22,Oct-22,2022,11293 Blackwater Trl,Frisco,TX,75035,"$699,900.00 ",3,2.5,Park Vista,2857,4356,1499,2022,0,$244.98 ,42,20060005,33.17093,-96.766409
30-Sep-21,Sep-21,2021,13251 Cooper River Trl,Frisco,TX,75035,"$513,900.00 ",3,2,Park Vista,1800,4356,2556,2021,0,$285.50 ,42,14557766,33.173546,-96.7627979
17-Dec-21,Dec-21,2021,13082 Scissortail,Frisco,TX,75035,"$659,400.00 ",3,2.5,Park Vista,2857,4356,1499,2021,0,$230.80 ,42,14589826,33.1705952,-96.7646006
25-Feb-22,Feb-22,2022,13144 Jonata St,Frisco,TX,75035,"$663,400.00 ",4,3.5,Park Vista,2804,4356,1552,2021,1,$236.59 ,42,14608422,33.1723445,-96.7637957
12-Jan-23,Jan-23,2023,14012 Dorset Ln,Frisco,TX,75035,"$869,572.00 ",4,4,Estates at Shaddock Park Phase 2,3300,6874,3574,2022,1,$263.51 ,71,20150259,33.1590231,-96.755079
25-Jun-21,Jun-21,2021,14195 Dorset Ln,Frisco,TX,75035,"$710,197.00 ",5,6,Estates at Shaddock Park Phase 2,4130,10890,6760,2020,1,$171.96 ,63,14514423,33.1585342,-96.7536231
10-Nov-22,Nov-22,2022,11233 Four Roses Trl,Frisco,TX,75035,"$699,900.00 ",3,2.5,Park Vista,2714,4356,1642,2022,0,$257.89 ,42,20059775,33.1706477,-96.7636227
29-Oct-21,Oct-21,2021,13280 Jonata Street Dr,Frisco,TX,75035,"$499,900.00 ",3,2,Park Vista,1800,4356,2556,2021,0,$277.72 ,42,14555559,33.1724794,-96.7624897
28-Mar-22,Mar-22,2022,13714 Chestnut Glen Ln,Frisco,TX,75035,"$774,071.00 ",4,4.5,Estates at Shaddock Park Phase 2,3263,6708,3445,2021,1,$237.23 ,63,14705195,33.1598976,-96.7576304
26-Oct-22,Oct-22,2022,14180 Dorset Ln,Frisco,TX,75035,"$982,814.00 ",4,4.5,Estates at Shaddock Park Phase 2,3782,5859,2077,2022,0,$259.87 ,71,20075125,33.1590174,-96.7537927
8-Nov-22,Nov-22,2022,11269 Blackwater Trl,Frisco,TX,75035,"$674,900.00 ",3,2.5,Park Vista,2565,4356,1791,2022,0,$263.12 ,42,20059204,33.170818,-96.766406
31-Jan-22,Jan-22,2022,12930 Cooper Riv,Frisco,TX,75035,"$848,400.00 ",5,4,Park Vista,3562,6098,2536,2021,1,$238.18 ,42,14622957,33.174072,-96.7655881
22-Jun-22,Jun-22,2022,13296 Cooper River Trl,Frisco,TX,75035,"$868,400.00 ",4,3,Park Vista,3182,7405,4223,2021,1,$272.91 ,42,14688120,33.1740378,-96.7624615
15-Mar-21,Mar-21,2021,13474 Northern Dancer Way,Frisco,TX,75035,"$945,000.00 ",4,4.5,Lexington Ph Three,4469,8930,4461,2018,3,$211.46 ,125,14437054,33.1683873,-96.7605657
14-Dec-22,Dec-22,2022,13133 Scissortail Dr,Frisco,TX,75035,"$849,900.00 ",5,4,Park Vista,3378,6534,3156,2022,0,$251.60 ,42,20064494,33.1701142,-96.763883
21-Jan-22,Jan-22,2022,13239 Cooper River Trl,Frisco,TX,75035,"$684,900.00 ",3,2.5,Park Vista,2445,4356,1911,2021,1,$280.12 ,42,14618350,33.173547,-96.7629286
4-Jan-23,Jan-23,2023,12911 Risen Star Rd,Frisco,TX,75035,"$925,000.00 ",4,3.5,Lexington Ph Fourteen,3350,7405,4055,2022,1,$276.12 ,100,20107774,33.1589853,-96.7662543
9-Dec-22,Dec-22,2022,11305 Four Roses Trl,Frisco,TX,75035,"$699,900.00 ",3,3.5,Park Vista,2804,4356,1552,2022,0,$249.61 ,42,20059363,33.1710877,-96.7636176
28-Jan-22,Jan-22,2022,9784 Masterman Ln,Frisco,TX,75035,"$860,753.00 ",4,4,Estates at Shaddock Park Phase 2,3938,8102,4164,2021,1,$218.58 ,63,14637476,33.1583419,-96.7519293
6-Apr-21,Apr-21,2021,15680 Custer Trl,Frisco,TX,75035,"$1,156,500.00 ",4,4,Custer Creek Farms Add Ph I,3500,65340,61840,1993,28,$330.43 ,,14406643,33.1669856,-96.7376285
15-Nov-22,Nov-22,2022,9616 Masterman Ln,Frisco,TX,75035,"$1,088,575.00 ",4,5,Estates at Shaddock Park Phase 2,3947,7126,3179,2022,0,$275.80 ,71,20055227,33.1572505,-96.7519014
23-Feb-23,Feb-23,2023,13181 Scissortail Dr,Frisco,TX,75035,"$874,900.00 ",5,4.5,Park Vista,3378,6534,3156,2022,1,$259.00 ,42,20103689,33.1701304,-96.7632522
28-Jun-22,Jun-22,2022,13892 Dorset Ln,Frisco,TX,75035,"$841,040.00 ",4,4.5,Estates at Shaddock Park Phase 2,3782,5358,1576,2021,1,$222.38 ,71,14727754,33.1590363,-96.756184
17-Nov-22,Nov-22,2022,13729 Chestnut Glen Ln,Frisco,TX,75035,"$1,143,533.00 ",4,5,Estates at Shaddock Park Phase 2,3947,8372,4425,2022,0,$289.72 ,71,20049248,33.1593657,-96.757638
26-Aug-21,Aug-21,2021,13793 Dorset Ln,Frisco,TX,75035,"$708,471.00 ",5,5.5,Estates at Shaddock Park Phase 2,4405,8102,3697,2020,1,$160.83 ,63,14514724,33.1585231,-96.7570525
29-Aug-22,Aug-22,2022,14132 Dorset Ln,Frisco,TX,75035,"$936,138.00 ",5,5,Estates at Shaddock Park Phase 2,4039,6839,2800,2021,1,$231.77 ,71,14753672,33.1590134,-96.7541804
28-Dec-22,Dec-22,2022,14022 Chestnut Glen Ln,Frisco,TX,75035,"$839,888.00 ",5,4.5,Estates at Shaddock Park,3323,4792,1469,2022,0,$252.75 ,71,20059782,33.1598769,-96.7552273
25-Feb-22,Feb-22,2022,13824 Chestnut Glen Ln,Frisco,TX,75035,"$724,546.00 ",4,4,Estates at Shaddock Park Phase 2,3300,6839,3539,2021,1,$219.56 ,63,14643360,33.1598936,-96.7567292
28-Nov-22,Nov-22,2022,13772 Dorset Ln,Frisco,TX,75035,"$1,076,512.00 ",4,5,Estates at Shaddock Park Phase 2,3839,8124,4285,2022,0,$280.41 ,71,20049475,33.1590386,-96.7572198
21-Apr-21,Apr-21,2021,13734 Woodford Ln,Frisco,TX,75035,"$668,368.00 ",4,3.5,Estates at Shaddock Park Phase 1,3879,7971,4092,2020,1,$172.30 ,63,14441909,33.1533096,-96.7580562
17-Mar-22,Mar-22,2022,14066 Chestnut Glen Ln,Frisco,TX,75035,"$719,714.00 ",4,4,Estates at Shaddock Park Phase 2,3300,6839,3539,2021,1,$218.10 ,63,14654077,33.1598739,-96.7549797
9-Sep-22,Sep-22,2022,13964 Dorset Ln,Frisco,TX,75035,"$897,912.00 ",4,4,Estates at Shaddock Park Phase 2,3300,6839,3539,2021,1,$272.09 ,71,14753682,33.1590258,-96.7553257
31-Jan-23,Jan-23,2023,11251 Four Roses Trl,Frisco,TX,75035,"$699,900.00 ",3,3.5,Park Vista,2804,4356,1552,2022,1,$249.61 ,42,20059790,33.1707576,-96.7636214
25-Aug-22,Aug-22,2022,13992 Berryfield Ln,Frisco,TX,75035,"$841,147.00 ",5,4.5,Estates at Shaddock Park Phase 2,3484,6534,3050,2021,1,$241.43 ,71,14737687,33.1581847,-96.7562338
31-Mar-22,Mar-22,2022,13066 Scissortail Dr,Frisco,TX,75035,"$697,400.00 ",3,2.5,Park Vista,2445,4356,1911,2021,1,$285.24 ,42,14601690,33.1705962,-96.7647313
25-Jan-23,Jan-23,2023,13993 Chestnut Glen Ln,Frisco,TX,75035,"$1,050,060.00 ",5,5,Estates at Shaddock Park Phase 2,4355,6874,2519,2022,1,$241.12 ,71,20075368,33.1593755,-96.7554423
24-Feb-23,Feb-23,2023,13101 Scissortail Dr,Frisco,TX,75035,"$874,900.00 ",5,4,Park Vista,3562,6316,2754,2022,1,$245.62 ,42,20058636,33.1701172,-96.7642428
18-Feb-22,Feb-22,2022,12993 Cooper Riv,Frisco,TX,75035,"$593,900.00 ",3,2,Park Vista,1800,4356,2556,2021,1,$329.94 ,42,14585584,33.1735637,-96.7650332
5-Dec-22,Dec-22,2022,13748 Dorset Ln,Frisco,TX,75035,"$1,077,981.00 ",5,5.5,Estates at Shaddock Park Phase 2,4487,8124,3637,2022,0,$240.25 ,71,20023508,33.159033,-96.757453
24-Feb-23,Feb-23,2023,15803 Stonebridge Dr,Frisco,TX,75035,"$898,000.00 ",5,4,Stonelake Estates Ph I,4349,16988,12639,2004,19,$206.48 ,41,20039012,33.1684818,-96.7358306
26-May-22,May-22,2022,13748 Chestnut Glen Ln,Frisco,TX,75035,"$773,141.00 ",4,3.5,Estates at Shaddock Park Phase 2,3782,6839,3057,2021,1,$204.43 ,71,14664695,33.1599021,-96.7575604
19-May-22,May-22,2022,13802 Chestnut Glen Ln,Frisco,TX,75035,"$808,805.00 ",5,5,Estates at Shaddock Park Phase 2,4039,7100,3061,2021,1,$200.25 ,71,14654739,33.1598437,-96.7568852
27-Jan-23,Jan-23,2023,13726 Berryfield Ln,Frisco,TX,75035,"$1,008,322.00 ",4,5,Estates at Shaddock Park Phase 2,3947,7854,3907,2022,1,$255.47 ,71,20023511,33.1582005,-96.7577191
9-Aug-21,Aug-21,2021,2176 Brookdale Dr,Frisco,TX,75036,"$449,900.00 ",3,2,Frisco Lakes By Del Webb Villa,2317,6055,3738,2017,4,$194.17 ,135,14625766,33.1448145,-96.9116688
30-Jan-23,Jan-23,2023,1852 Marsh Point Dr,Frisco,TX,75036,"$367,000.00 ",2,2,Frisco Lakes By Del Webb Villa,1452,4966,3514,2018,5,$252.75 ,140,20222287,33.154252,-96.9082103
3-Dec-21,Dec-21,2021,1196 Putnam Dr,Frisco,TX,75034,"$613,747.00 ",4,3.5,Villages of Creekwood,3250,6316,3066,2021,0,$188.85 ,54,14682049,33.1500997,-96.9014699
1-Mar-22,Mar-22,2022,1264 Rutherford St,Frisco,TX,75034,"$586,990.00 ",5,4.5,Villages of Creekwood,3591,7667,4076,2020,2,$163.46 ,54,14570331,33.1487107,-96.9017345
21-Jul-21,Jul-21,2021,8571 Amethyst Ln,Frisco,TX,75036,"$620,990.00 ",5,4.5,Villages of Creekwood,3390,5793,2403,2021,0,$183.18 ,54,14594908,33.1504434,-96.9026319
27-Apr-21,Apr-21,2021,1191 Helmsley Dr,Frisco,TX,75034,"$469,990.00 ",3,2.5,Villages of Creekwood,2095,,0,2020,1,$224.34 ,54,14552510,33.1512809,-96.9014824
10-Jun-22,Jun-22,2022,1444 Troon Dr,Frisco,TX,75036,"$364,900.00 ",2,2,Frisco Lakes By Del Webb Villa,1307,4966,3659,2010,12,$279.19 ,135,20057120,33.1455089,-96.9046681
7-Jan-22,Jan-22,2022,1197 Overton St,Frisco,TX,75036,"$599,999.00 ",4,3,Villages at Creekwood,2790,6316,3526,2021,1,$215.05 ,71,14726738,33.1505401,-96.9014405
2-Mar-22,Mar-22,2022,2011 Marble Rdg,Frisco,TX,75036,"$369,000.00 ",2,2,Frisco Lakes By Del Webb Villa,1404,5227,3823,2017,5,$262.82 ,135,14753653,33.1448522,-96.9102016
1-Apr-22,Apr-22,2022,1094 Overton St,Frisco,TX,75036,"$647,990.00 ",4,3.5,Villages of Creekwood,3058,6055,2997,2021,1,$211.90 ,54,14598654,33.1509661,-96.9008537
12-May-22,May-22,2022,1313 Peregrine Trl,Frisco,TX,75036,"$668,500.00 ",4,3.5,Villages of CreekWood Ph 1,2617,11892,9275,2020,2,$255.45 ,50,20029287,33.1482638,-96.9030753
10-Mar-22,Mar-22,2022,761 Sleepy Creek Dr,Frisco,TX,75036,"$775,000.00 ",4,3.5,Stonewater Crossing Ph One,3530,7492,3962,2011,11,$219.55 ,74,14756691,33.147478,-96.896781
20-Apr-21,Apr-21,2021,8016 Cool River Dr,Frisco,TX,75036,"$305,000.00 ",2,2,Frisco Lakes By Del Webb Villa,1548,5053,3505,2016,5,$197.03 ,135,14541897,33.145374,-96.9070994
20-Dec-22,Dec-22,2022,1452 Kit King Dr,Little Elm,TX,75036,"$755,318.00 ",4,3.5,King's Court,2645,5968,3323,2022,0,$285.56 ,133,20209335,33.1534133,-96.8977101
5-Apr-22,Apr-22,2022,1171 Anatole Dr,Frisco,TX,75036,"$637,990.00 ",5,4,Villages of Creekwood,3104,10498,7394,2020,2,$205.54 ,54,14606756,33.1490321,-96.9012513
17-Feb-23,Feb-23,2023,1456 Four Corner Ln,Little Elm,TX,75036,"$737,516.00 ",4,3.5,King's Court,3217,4617,1400,2023,0,$229.26 ,79,20120726,33.1532094,-96.8958994
27-Jan-23,Jan-23,2023,1417 Four Corner Ln,Little Elm,TX,75036,"$723,253.00 ",4,3.5,King's Court,3217,4617,1400,2023,0,$224.82 ,79,20088568,33.1521398,-96.8954468
21-Mar-22,Mar-22,2022,662 Dry Canyon Dr,Frisco,TX,75036,"$645,000.00 ",4,3,Stonewater Crossing Ph 2,3044,8494,5450,2013,9,$211.89 ,71,14734297,33.149611,-96.896168
30-Jun-21,Jun-21,2021,2052 Brookdale Dr,Frisco,TX,75036,"$465,000.00 ",2,2,Frisco Lakes By Del Webb,1985,6665,4680,2021,0,$234.26 ,135,14594800,33.1445321,-96.910448
13-Jun-22,Jun-22,2022,7936 Cool River Dr,Frisco,TX,75036,"$367,900.00 ",2,2,Frisco Lakes By Del Webb,1308,5210,3902,2016,6,$281.27 ,140,20064439,33.1446486,-96.9084395
26-Apr-21,Apr-21,2021,609 Quail Creek Dr,Frisco,TX,75036,"$640,000.00 ",5,4,Stonewater Crossing Ph One,3372,8625,5253,2011,10,$189.80 ,73,14541442,33.1483046,-96.8952372
23-May-22,May-22,2022,2123 Bentwater Ln,Frisco,TX,75036,"$415,000.00 ",2,2,Frisco Lakes By Del,1611,4966,3355,2018,4,$257.60 ,135,20036375,33.1514369,-96.910495
10-Feb-22,Feb-22,2022,1895 Surfwatch Dr,Frisco,TX,75036,"$390,000.00 ",2,2,Frisco Lakes By Del Webb Village 36,1551,10672,9121,2019,3,$251.45 ,140,14744374,33.1525376,-96.9087762
11-May-22,May-22,2022,442 Rushing Water Dr,Frisco,TX,75036,"$795,000.00 ",4,3.5,Stonewater Crossing Ph One,3480,7667,4187,2009,13,$228.45 ,71,20023425,33.146467,-96.894101
12-Nov-21,Nov-21,2021,795 Quail Creek Dr,Frisco,TX,75036,"$749,000.00 ",4,3.5,Stonewater Crossing Ph One,3599,8756,5157,2009,12,$208.11 ,71,14695813,33.14829,-96.897048
10-Jun-22,Jun-22,2022,2012 Flagship Ct,Frisco,TX,75036,"$625,000.00 ",3,2,Frisco Lakes By Del,2308,6186,3878,2018,4,$270.80 ,130,20052506,33.1504115,-96.9092793
7-Nov-22,Nov-22,2022,2221 Peter's Colony Dr,Little Elm,TX,75036,"$574,990.00 ",4,2.5,King's Court,2146,6316,4170,2022,0,$267.94 ,79,20161907,33.1539815,-96.8962633
31-Mar-22,Mar-22,2022,610 Caveson Dr,Frisco,TX,75036,"$700,000.00 ",4,3.5,Stonewater Crossing Ph 2,3043,9932,6889,2014,8,$230.04 ,74,14754830,33.1512084,-96.8953388
14-Apr-22,Apr-22,2022,1769 Port Royal Ln,Frisco,TX,75036,"$460,000.00 ",2,2,Frisco Lakes By Del,1715,6098,4383,2019,3,$268.22 ,135,20014207,33.1502034,-96.9071204
21-Jan-22,Jan-22,2022,1421 Four Corner Ln,Little Elm,TX,75036,"$650,868.00 ",4,3.5,King's Court,2645,4574,1929,2021,1,$246.07 ,79,14712195,33.152271,-96.8954468
15-Jul-22,Jul-22,2022,8393 Amethyst Ln,Frisco,TX,75036,"$767,687.00 ",4,3.5,Villages of Creekwood,3001,5793,2792,2020,2,$255.81 ,54,20045339,33.1490139,-96.9029495
30-Mar-21,Mar-21,2021,2396 Beachfront Dr,Frisco,TX,75036,"$339,900.00 ",2,2,Frisco Lakes By Del Webb Villa,1660,7710,6050,2015,6,$204.76 ,135,14528877,33.142039,-96.913244
9-Mar-23,Mar-23,2023,2032 Vista Creek Dr,Frisco,TX,75036,"$750,000.00 ",2,2.5,Frisco Lakes By Del,2813,7841,5028,2019,4,$266.62 ,150,20258250,33.1473489,-96.9097195
6-Jul-21,Jul-21,2021,529 El Camino Dr,Frisco,TX,75036,"$645,000.00 ",4,3.5,Stonewater Crossing Ph 2,3607,8494,4887,2013,8,$178.82 ,71,14576632,33.149916,-96.894779
20-May-21,May-21,2021,1053 Overton St,Frisco,TX,75036,"$599,990.00 ",4,3.5,Villages of Creekwood,3258,6055,2797,2020,1,$184.16 ,54,14552825,33.1505331,-96.9006754
8-Aug-22,Aug-22,2022,1660 Plantation Crest Dr,Frisco,TX,75036,"$499,000.00 ",2,2,Frisco Lakes By Del,1845,6055,4210,2020,2,$270.46 ,140,20113047,33.1514439,-96.9064287
22-Apr-22,Apr-22,2022,8177 Harlow Ln,Frisco,TX,75036,"$575,000.00 ",3,2,Frisco Lakes By Del Webb Villa,2308,8407,6099,2017,5,$249.13 ,140,20021319,33.1468206,-96.9082103
16-Sep-21,Sep-21,2021,8141 Harlow Ln,Frisco,TX,75036,"$400,000.00 ",2,2,Frisco Lakes By Del Webb Villa,1852,6055,4203,2018,3,$215.98 ,105,14645296,33.1466851,-96.9078959
5-Apr-22,Apr-22,2022,1862 Beachside Dr,Frisco,TX,75036,"$445,000.00 ",2,2,Frisco Lakes By Del Webb Villa,1611,10367,8756,2016,6,$276.23 ,135,14760576,33.1456861,-96.9085666
10-Feb-23,Feb-23,2023,8932 Twin Pines Ln,Frisco,TX,75036,"$429,000.00 ",2,2,Frisco Lakes By Del,1548,4966,3418,2018,5,$277.13 ,140,20230629,33.153597,-96.9109956
23-Mar-22,Mar-22,2022,8721 Shore Crest Rd,Frisco,TX,75036,"$375,000.00 ",2,2,Frisco Lakes By Del,1551,5793,4242,2018,4,$241.78 ,140,14748559,33.1518705,-96.9106629
11-Jan-22,Jan-22,2022,8095 Cool River Dr,Frisco,TX,75036,"$349,900.00 ",2,2,Frisco Lakes By Del Webb Villa,1334,6708,5374,2016,6,$262.29 ,135,14714409,33.1463479,-96.9060934
18-Nov-22,Nov-22,2022,8011 Cool River Dr,Frisco,TX,75036,"$475,000.00 ",3,2,Frisco Lakes By Del Webb Villa,1706,7754,6048,2016,6,$278.43 ,135,20173624,33.1458433,-96.907309
13-Jan-22,Jan-22,2022,1425 Four Corner Ln,Little Elm,TX,75036,"$563,885.00 ",4,2.5,King's Court,2145,4574,2429,2021,1,$262.88 ,79,14712150,33.1523584,-96.8954468
15-Dec-22,Dec-22,2022,1615 Port Royal Ln,Frisco,TX,75036,"$545,000.00 ",2,2,Frisco Lakes By Del,1840,11369,9529,2019,3,$296.20 ,140,20194718,33.1502134,-96.905758
1-Aug-22,Aug-22,2022,692 El Camino Dr,Frisco,TX,75036,"$685,000.00 ",5,4,Stonewater Crossing Ph 2,3363,7362,3999,2014,8,$203.69 ,74,20104656,33.150411,-96.896545
22-Jun-22,Jun-22,2022,1719 Bentwater Ln,Frisco,TX,75036,"$585,000.00 ",2,2,Frisco Lakes By Del,1994,6055,4061,2020,2,$293.38 ,140,20059481,33.151699,-96.9069527
16-Aug-22,Aug-22,2022,8548 Shadow Bay Ln,Frisco,TX,75036,"$520,000.00 ",2,2,Frisco Lakes By Del,1845,7536,5691,2018,4,$281.84 ,135,20091996,33.1500951,-96.9080009
18-Jan-22,Jan-22,2022,2173 Flagship Ct,Frisco,TX,75036,"$525,000.00 ",3,2,Frisco Lakes By Del,2096,6055,3959,2018,4,$250.48 ,135,14733056,33.1499067,-96.9108933
22-Sep-22,Sep-22,2022,8527 Pearl Reef Ln,Frisco,TX,75036,"$459,900.00 ",2,2,Frisco Lakes By Del,1715,6360,4645,2018,4,$268.16 ,140,20136025,33.1500143,-96.9115453
3-May-21,May-21,2021,2147 Bentwater Ln,Frisco,TX,75036,"$330,000.00 ",2,2,FRISCO LAKES BY DEL WEBB VILLAGE,1548,4966,3418,2018,3,$213.18 ,135,14551700,33.1514643,-96.9107885
14-Jun-21,Jun-21,2021,8591 Pearl Reef Ln,Frisco,TX,75036,"$415,000.00 ",2,2,Frisco Lakes By Del,1840,6360,4520,2018,3,$225.54 ,135,14567516,33.1503066,-96.911564
22-Dec-22,Dec-22,2022,2216 Little Elm Creek Dr,Little Elm,TX,75036,"$694,040.00 ",3,2.5,King's Court,2409,4617,2208,2022,0,$288.10 ,79,20026636,33.1526577,-96.8967625
27-Aug-21,Aug-21,2021,7688 Gulf Breeze Ln,Frisco,TX,75036,"$410,000.00 ",2,2,Frisco Lakes By Del Webb Villa,1729,6011,4282,2015,6,$237.13 ,135,14629320,33.142771,-96.913181
