SOLD_MONTH,PROPERTYTYPE,ADDRESS,CITY,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,HOA_MONTH,MLS,LATITUDE,LONGITUDE
6/1/2021,Single Family Residential,10021 La Mesa Dr,Frisco,75033,600000,4,2.5,The Trails Ph 4,3095,9235,2002,194,58,14587643,33.1614329,-96.8681996
8/1/2022,Single Family Residential,11687 Mesa Verde Dr,Frisco,75033,900000,4,4,The Trails Ph 7,4216,12545,2002,213,58,20112093,33.1664858,-96.8798782
9/1/2022,Single Family Residential,818 Gold Camp Rd,Frisco,75033,485000,3,2,The Trails Ph 11,1869,6490,2006,259,43,20109499,33.1628251,-96.8848027
11/1/2022,Single Family Residential,9314 Cherry Brook Ln,Frisco,75033,760000,5,4.5,Meadow Creek Ph II,4180,8538,2011,182,33,20176548,33.1564477,-96.8800284
6/1/2021,Single Family Residential,2500 Windgate Ln,Frisco,75033,389900,3,2,The Trails Ph 1 Sec C,2105,5706,1999,185,58,14564160,33.1549467,-96.8688964
8/1/2021,Single Family Residential,2100 Mustang Trl,Frisco,75033,629900,4,3.5,The Trails Ph 5 Sec A,3930,7928,2003,160,58,14600685,33.1639447,-96.8731953
9/1/2021,Single Family Residential,1542 Wildfire,Frisco,75033,650000,5,3.5,The Trails,4124,12197,2000,158,43,14638603,33.1592294,-96.8783712
11/1/2021,Single Family Residential,9078 Commonwealth Dr,Frisco,75033,519000,5,3.5,Meadow Creek,3052,7144,2008,170,36,14669706,33.1539971,-96.8829492
9/1/2022,Single Family Residential,1611 Sagebrush Dr,Frisco,75033,678000,4,3.5,The Trails Ph 2 Sec C,3278,10106,2000,207,58,20116981,33.1578097,-96.8775568
3/1/2021,Single Family Residential,1981 Mustang Trl,Frisco,75033,595000,4,3.5,The Trails Ph 5 Sec A,4000,7405,2002,149,58,14518293,33.1629633,-96.8744102
10/1/2022,Single Family Residential,857 High Meadow Rd,Frisco,75033,800000,4,3.5,The Trails Ph 14,3613,8276,2005,221,58,20129298,33.1599448,-96.8844963
11/1/2021,Single Family Residential,2295 Sandy Creek Dr,Frisco,75033,735000,4,3.5,The Trails Ph 5 Sec B,3766,7971,2007,195,58,14652423,33.1610058,-96.8715814
9/1/2022,Single Family Residential,1293 Gladewater Dr,Frisco,75033,899900,4,4,The Trails Ph 13,4625,12632,2005,195,58,20119502,33.157886,-96.8808665
8/1/2022,Single Family Residential,9240 Santee Ln,Frisco,75033,899000,5,4.5,Meadow Creek Ph II,4162,10149,2011,216,33,20068593,33.1558674,-96.8790452
6/1/2021,Single Family Residential,10963 Tularosa Ln,Frisco,75033,915000,5,4,Country Club Ridge At The Trai,5379,12110,2007,170,44,14542970,33.17112,-96.8763082
8/1/2021,Single Family Residential,3137 Fox Hollow Dr,Little Elm,75068,389500,4,2,Eldorado Estates Ph II,2325,5489,2002,168,23,14597923,33.174328,-96.8839702
4/1/2021,Single Family Residential,11777 Estacado Dr,Frisco,75033,548000,4,3.5,Eldorado Fairways At The Trail,4207,8146,2003,130,44,14528823,33.1765453,-96.8772012
8/1/2022,Single Family Residential,9388 Homestead Ln,Frisco,75033,519000,3,2,The Trails Ph 1 Sec A,1958,5663,2000,265,58,20100601,33.1564667,-96.8695059
6/1/2021,Single Family Residential,9636 Planters Row Dr,Frisco,75033,427000,4,2.5,The Trails Ph 15,2512,8799,2010,170,58,14572639,33.1588367,-96.8858076
8/1/2021,Single Family Residential,11654 Rio Grande Dr,Frisco,75033,705000,5,3.5,Eldorado Fairways At The Trail,4649,8625,2003,152,45,14621133,33.1752059,-96.8783795
11/1/2022,Single Family Residential,1239 Blue Lake Dr,Frisco,75033,825000,5,4.5,Eldorado Fairways At The Trail,4513,8538,2004,183,48,20153243,33.1730687,-96.8810541
5/1/2021,Single Family Residential,2324 Crestridge Dr,Little Elm,75068,275000,3,2,Eldorado Estates Ph III,1508,7318,2003,182,19,14537079,33.170396,-96.8870229
7/1/2021,Single Family Residential,943 Gladewater Dr,Frisco,75033,460000,4,2.5,The Trails Ph 15,2777,7187,2009,166,58,14593150,33.158385,-96.883994
9/1/2021,Single Family Residential,11865 Keystone Dr,Frisco,75033,469000,3,2,Eldorado Fairways At The Trail,2557,7971,2002,183,44,14637625,33.1770312,-96.8817048
3/1/2021,Single Family Residential,1726 Montura Ln,Frisco,75033,446500,5,4,The Trails,3851,7797,2000,116,58,14495723,33.1577103,-96.87693
9/1/2021,Single Family Residential,2247 Wildrose Dr,Little Elm,75068,440000,4,3.5,Eldorado Estates,2843,7797,2004,155,20,14621004,33.169339,-96.882259
9/1/2022,Single Family Residential,10138 Planters Row Dr,Frisco,75033,574900,3,2.5,The Trails Ph 11,2336,9060,2006,246,58,20133697,33.1620769,-96.8857646
10/1/2022,Single Family Residential,9367 Homestead Ln,Frisco,75033,539000,3,2.5,The Trails Ph 1 Sec A,2436,5706,1999,221,58,20128878,33.1561693,-96.8699733
9/1/2021,Single Family Residential,11775 Frontier Dr,Frisco,75033,674900,5,4.5,Eldorado Fairways At The Trail,4541,8625,2005,149,40,14626449,33.1761387,-96.8760909
8/1/2022,Single Family Residential,9430 Tanyard Ln,Frisco,75033,700000,5,3.5,The Trails Ph 02 Sec B,3314,8494,2000,211,43,20056935,33.1567532,-96.8666124
7/1/2022,Single Family Residential,9472 Wichita Trl,Frisco,75033,499900,4,3.5,The Trails Ph 1 Sec A,2416,6839,1999,207,58,20064916,33.1570586,-96.8705854
9/1/2022,Single Family Residential,903 Turnstone Trl,Frisco,75033,475000,3,2,The Trails Ph 10,1904,7057,2004,249,58,20112425,33.1614928,-96.88491
11/1/2021,Single Family Residential,9263 Cherry Brook Ln,Frisco,75033,739000,5,4,Meadow Creek Ph II,4328,8538,2012,171,33,14660246,33.156064,-96.8806115
10/1/2022,Single Family Residential,3153 Fox Hollow Dr,Little Elm,75068,465000,4,2,Eldorado Estates Ph II,2325,5489,2003,200,23,20143372,33.1743385,-96.8833118
10/1/2022,Single Family Residential,2799 Carmack Dr,Frisco,75033,515000,4,2,The Fairways Ph 6,2456,9191,2002,210,42,20129594,33.1745758,-96.865864
10/1/2022,Single Family Residential,2457 Greenbrook Dr,Little Elm,75068,519900,4,3,Eldorado Estates Ph IV,2711,7144,2006,192,20,20116810,33.1686881,-96.8839219
6/1/2021,Single Family Residential,2503 Windgate Ln,Frisco,75033,378000,3,2,The Trails Ph 1 Sec C,1881,5489,1999,201,58,14530342,33.1545136,-96.8688162
8/1/2022,Single Family Residential,2436 Dove Creek Dr,Little Elm,75068,425000,3,2,Eldorado Estates Ph IV,2128,8799,2005,200,20,20090128,33.1674327,-96.8849898
10/1/2022,Single Family Residential,1202 Aubrey Ln,Frisco,75033,769000,5,4,Eldorado Fairways At The Trail,3578,12327,2003,215,48,20123788,33.1743787,-96.8816079
9/1/2021,Single Family Residential,1766 Montura Ln,Frisco,75033,469900,4,3,THE TRAILS PH 1 SEC B,2488,7667,1999,189,58,14619048,33.157857,-96.8762794
10/1/2021,Single Family Residential,2588 W Creek Dr,Frisco,75033,1250000,5,4.5,Country Club Estates,4681,12981,2001,267,58,14619239,33.1642812,-96.8676318
7/1/2022,Single Family Residential,2536 W Creek Dr,Frisco,75033,1000000,5,4.5,The Trails,4878,11718,2002,205,58,20060833,33.1643315,-96.8682304
10/1/2022,Single Family Residential,11560 Mirage Ln,Frisco,75033,1050000,5,4.5,Country Club Ridge At The Trai,4103,11326,2007,256,44,20103126,33.1751674,-96.8726504
10/1/2022,Single Family Residential,11213 Tenison Ln,Frisco,75033,575000,4,3.5,The Fairways Ph 2,3159,6665,2001,182,43,20102765,33.1696686,-96.869385
6/1/2021,Single Family Residential,11302 Tenison Ln,Frisco,75033,474900,4,2.5,The Fairways Ph 2,2843,6229,2004,167,42,14522233,33.1705011,-96.8689007
10/1/2022,Single Family Residential,11178 Outpost Trl,Frisco,75033,600000,4,2.5,The Trails Ph 8,3022,7841,2004,199,58,20104493,33.1630955,-96.8792718
3/1/2021,Single Family Residential,1224 Crockett Dr,Frisco,75033,700000,4,4.5,The Trails Ph 9,4719,9365,2004,148,48,14480242,33.1609764,-96.8815513
9/1/2022,Single Family Residential,10981 Cortez Ct,Frisco,75033,1095000,5,4.5,Country Club Ridge At The Trai,4076,17250,2007,269,44,20079974,33.1708056,-96.8808
10/1/2022,Single Family Residential,2425 Blackstone Dr,Frisco,75033,699900,4,3.5,The Fairways Ph 2,3736,7928,2001,187,42,20104128,33.1687736,-96.870511
9/1/2022,Single Family Residential,2802 Cactus Trl,Frisco,75033,684900,4,3,The Trails Ph 3,3357,9191,2001,204,58,20090704,33.1599454,-96.8658504
10/1/2021,Single Family Residential,1335 Blue Lake Dr,Frisco,75033,799000,4,3.5,Eldorado Fairways At The Trail,3848,8538,2004,208,45,14590714,33.1730676,-96.8801158
10/1/2021,Single Family Residential,3117 Fox Hollow Dr,Little Elm,75068,369000,3,2,Eldorado Estates Ph II,1808,5489,2002,204,21,14611387,33.1743368,-96.8849865
11/1/2021,Single Family Residential,11843 Capitan Ln,Frisco,75033,960000,5,4.5,Country Club Ridge At The Trai,4929,11761,2005,195,44,14631560,33.1771327,-96.8730661
10/1/2022,Single Family Residential,1452 Heather Brook Ln,Frisco,75033,775000,5,4,Meadow Creek Ph II,3847,9060,2014,201,33,20092928,33.1570536,-96.8797106
11/1/2022,Single Family Residential,2661 Redcedar Dr,Little Elm,75068,440000,3,2,Eldorado Estates,2097,6011,2002,210,,20100208,33.176663,-96.8845475
10/1/2022,Single Family Residential,9879 Chapel Trl,Frisco,75033,800000,5,3.5,The Trails Ph 1 Sec B,4113,9583,2000,195,58,20096467,33.1605698,-96.8747694
9/1/2022,Single Family Residential,1037 Shadybrook Ln,Frisco,75033,579000,4,3.5,Meadow Creek,2955,8407,2005,196,33,20036896,33.1570746,-96.8841531
3/1/2021,Single Family Residential,2222 Gunnison Trl,Frisco,75033,1049000,5,4.5,The Trails Ph 6,5048,11238,2005,208,58,14466485,33.1646438,-96.8721579
11/1/2022,Single Family Residential,2708 Sleepy Hollow Trl,Frisco,75033,691000,5,4.5,The Fairways Ph 2,3813,7536,2001,181,42,20082008,33.1679044,-96.8680752
11/1/2022,Single Family Residential,945 Shiprock Rd,Frisco,75033,455000,3,2,The Trails Ph 11,2112,5502,2006,215,58,20052842,33.1608404,-96.8839884
4/1/2021,Single Family Residential,10974 Apple Valley Dr,Frisco,75033,665000,5,4.5,Country Club Ridge At The Trai,4506,14157,2006,148,44,14423663,33.169771,-96.88124
7/1/2021,Single Family Residential,9640 Ironwood Dr,Frisco,75033,689900,5,4,Heather Ridge Estates Ph II B,3695,8538,2004,187,44,14612639,33.1595992,-96.857417
12/1/2021,Single Family Residential,3920 Chevy Chase Ln,Frisco,75033,950000,5,4.5,Shaddock Creek Estates Ph 4b,5205,10629,2010,183,67,14709594,33.1705075,-96.8545715
7/1/2021,Single Family Residential,10079 Tate Ln,Frisco,75033,1350000,4,4.5,Shaddock Creek Estates Ph 5,5002,11718,2006,270,125,14587276,33.162092,-96.8502176
2/1/2022,Single Family Residential,4106 Parterre Dr,Frisco,75033,439900,3,2,Kings Garden Ph 2,1919,8189,2003,229,38,14751085,33.1570919,-96.8533382
5/1/2021,Single Family Residential,10462 Abberley Ln,Frisco,75033,1325000,5,5.5,Shaddock Creek Estates Ph 6a,5250,11718,2014,252,125,14562450,33.165534,-96.850664
4/1/2022,Single Family Residential,9186 Gaspard Ct,Frisco,75033,400000,3,2,Kings Garden Ph 1,1900,8886,2003,211,38,20005327,33.1543112,-96.8543814
7/1/2021,Single Family Residential,3173 Appleblossom Dr,Frisco,75033,490000,4,3.5,Heather Ridge Estates,3048,7144,2006,161,44,14587748,33.1577158,-96.8625904
2/1/2022,Single Family Residential,12018 Lante Cir,Frisco,75033,541000,4,3.5,Griffin Parc Ph 2,2776,6316,2002,195,58,14727900,33.1771014,-96.859827
3/1/2021,Single Family Residential,11263 Sugar Mill Ln,Frisco,75033,528500,4,4,Shaddock Creek Estates Ph 3,3705,8494,2006,143,50,14518198,33.1723344,-96.8551384
3/1/2021,Single Family Residential,11309 Classic Ln,Frisco,75033,640000,5,4,Shaddock Creek Estates Ph 3,4152,7362,2006,154,50,14514269,33.1723539,-96.8511395
7/1/2021,Single Family Residential,3318 Munstead Trl,Frisco,75033,355000,3,2,Griffin Parc Ph 2,1594,5445,2004,223,91,14600512,33.1719672,-96.8609965
10/1/2021,Single Family Residential,4185 Cherry Ridge Dr,Frisco,75033,349900,3,2,Kings Garden Ph 3,1900,7579,2004,184,38,14648252,33.1589457,-96.8522509
5/1/2022,Single Family Residential,9767 Shell Ridge Dr,Frisco,75033,699000,5,3,Heather Ridge Estates Ph II B,3197,11326,2005,219,44,20037255,33.1605494,-96.8592808
4/1/2022,Single Family Residential,10807 Stone House Ln,Frisco,75033,945000,5,4.5,Shaddock Creek Estates Ph 4a,4770,8886,2010,198,50,20021404,33.1679436,-96.8550875
2/1/2022,Single Family Residential,3241 Persimmon Ln,Frisco,75033,725000,5,4,Heather Ridge Estates Ph I,3538,7579,2001,205,44,14733841,33.1602415,-96.8616062
2/1/2022,Single Family Residential,3776 Neptune Cir,Frisco,75033,403000,3,2,Kings Garden Ph 2,1828,9627,2004,220,38,14678022,33.158054,-96.8556825
5/1/2022,Single Family Residential,11201 Lamar Ln,Frisco,75033,900000,5,4,Shaddock Creek Estates Ph 3,4032,7362,2006,223,50,20002595,33.1716369,-96.852149
3/1/2022,Single Family Residential,4362 Veneto Dr,Frisco,75033,935000,6,4,Griffin Parc Ph 1,4000,9365,2002,234,58,14764913,33.1740344,-96.8508825
5/1/2021,Single Family Residential,3265 Barkwood Ln,Frisco,75033,650000,5,4,Heather Ridge Estates Ph I,4046,11456,2003,161,44,14560525,33.162019,-96.8613309
8/1/2021,Single Family Residential,11088 Stonewyck Ln,Frisco,75033,725000,5,4,Shaddock Creek Estates Ph 4b,4244,10759,2010,171,50,14627672,33.1700769,-96.851044
4/1/2022,Single Family Residential,4191 Parterre Dr,Frisco,75033,389900,3,2,Kings Garden Ph 2,1825,7536,2003,214,38,20006260,33.1565009,-96.8517295
6/1/2022,Single Family Residential,11153 Berkeley Hall Ln,Frisco,75033,750000,5,3.5,Shaddock Creek Estates Ph 3,4028,7362,2007,186,54,20046532,33.171486,-96.8541
4/1/2022,Single Family Residential,9680 Buckhorn Dr,Frisco,75033,860000,5,4,Heather Ridge Estates Ph III,4213,10454,2004,204,46,20009854,33.1592947,-96.8597626
11/1/2021,Single Family Residential,10917 Yorkshire Ln,Frisco,75033,899000,5,4,Shaddock Creek Estates Ph 1,4676,10585,2007,192,50,14694183,33.167333,-96.859793
8/1/2022,Single Family Residential,3720 Neptune Cir,Frisco,75033,490000,4,2.5,Kings Garden Ph 2,2510,8756,2004,195,44,20113744,33.1582163,-96.8566475
3/1/2022,Single Family Residential,3192 White Spruce Dr,Frisco,75033,650000,4,3,Heather Ridge Estates Ph I,2930,7971,2001,222,44,14758350,33.1615272,-96.8621094
4/1/2021,Single Family Residential,4339 Bal Harbour Ln,Frisco,75033,600000,5,4,Shaddock Creek Estates Ph 3,4233,7362,2006,142,50,14522517,33.1708921,-96.8508036
3/1/2022,Single Family Residential,3281 Appleblossom Dr,Frisco,75033,690000,4,4,Heather Ridge Estates Ph I,3538,7449,2002,195,44,14746630,33.1577301,-96.8612696
9/1/2022,Single Family Residential,9805 Golden Fountain Dr,Frisco,75033,575000,4,3,Kings Garden Ph 2,2872,9932,2004,200,44,20152487,33.1592992,-96.8545069
6/1/2021,Single Family Residential,11290 Graceland Ln,Frisco,75033,725000,5,4,Shaddock Creek Estates Ph 3,4328,7362,2006,168,50,14577331,33.1721746,-96.8496317
8/1/2021,Single Family Residential,11357 Powder Horn Ln,Frisco,75033,725000,5,4,Shaddock Creek Estates Ph 3,4081,8189,2006,178,50,14622448,33.1728763,-96.8491919
8/1/2021,Single Family Residential,3388 Munstead Trl,Frisco,75033,410000,3,2,Griffin Parc Ph 2,1929,5445,2005,213,86,14629607,33.1720301,-96.8602604
4/1/2021,Single Family Residential,9152 Apollo Ct,Frisco,75033,345000,3,2,Kings Garden Ph 1,1900,7057,2002,182,40,14535691,33.1540386,-96.8523332
12/1/2022,Single Family Residential,4353 Cedar Bluff Ln,Frisco,75033,1980000,5,6,Shaddock Creek Estates Ph 6a,7055,12807,2007,281,121,20214397,33.1666224,-96.8504799
5/1/2021,Single Family Residential,3933 Sparkling Brook Dr,Frisco,75033,395000,4,2,Kings Garden Ph 3,2389,8973,2005,165,38,14560102,33.1618385,-96.8548217
3/1/2022,Single Family Residential,3133 Villandry Ln,Frisco,75033,450000,4,2.5,Griffin Parc Ph 2,2602,7536,2004,173,58,14744520,33.1749741,-96.862754
2/1/2022,Single Family Residential,10561 Tobias Ln,Frisco,75033,1650000,4,5,Shaddock Creek Estates Ph 6a,5537,11718,2007,298,125,14739596,33.1660211,-96.8502288
6/1/2022,Single Family Residential,9216 Grand Canal Dr,Frisco,75033,375000,3,2,Kings Garden PH 1,1786,7200,2002,210,38,20049449,33.1544773,-96.8513821
1/1/2022,Single Family Residential,3598 Arrowwood Dr,Frisco,75033,650000,4,4,Heather Ridge Estates Ph III,3587,8712,2004,181,44,14730566,33.1582965,-96.8584503
7/1/2022,Single Family Residential,4118 Parterre Dr,Frisco,75033,474999,3,2,Kings Garden Ph 2,1900,7275,2002,250,44,20076026,33.1570561,-96.8531293
4/1/2022,Single Family Residential,9750 Candlewood Dr,Frisco,75033,749900,4,3.5,Heather Ridge Estates Ph I,4034,7579,2006,186,44,20019316,33.1600504,-96.860703
5/1/2021,Single Family Residential,3778 Sun Garden Dr,Frisco,75033,475000,4,2.5,Kings Garden Ph 2,2834,9104,2003,168,38,14542156,33.1597972,-96.855723
7/1/2021,Single Family Residential,4540 Cromwell Ct,Frisco,75033,575000,5,4,Shaddock Creek Estates Ph 3,3865,8625,2006,149,60,14578763,33.1721781,-96.8484385
5/1/2021,Single Family Residential,4005 Pompei Pl,Frisco,75033,515000,4,3,Griffin Parc Ph 1,3228,10716,2002,160,58,14544447,33.1742849,-96.8538326
11/1/2022,Single Family Residential,12003 Lante Cir,Frisco,75033,565000,4,3.5,Griffin Parc Ph 2,2823,7405,2002,200,58,20200071,33.1769916,-96.8603274
6/1/2021,Single Family Residential,9153 Apollo Ct,Frisco,75033,360000,3,2,Kings Garden Ph 01,1919,9409,2002,188,38,14570927,33.1540157,-96.8528779
1/1/2022,Single Family Residential,9468 Ironwood Dr,Frisco,75033,674900,5,4,Heather Ridge Estates Ph III,3680,8712,2004,183,44,14717451,33.1577122,-96.8579799
5/1/2022,Single Family Residential,3172 Appleblossom Dr,Frisco,75033,739000,5,4,Heather Ridge Estates Ph I,3538,7492,2001,209,44,20032771,33.1581737,-96.862523
12/1/2021,Single Family Residential,3870 Cherry Ridge Dr,Frisco,75033,529000,5,3.5,Kings Garden Ph 3,3286,9148,2004,161,38,14704888,33.1604185,-96.8548838
7/1/2021,Single Family Residential,3989 Laurelhurst Ln,Frisco,75033,770000,5,4,Shaddock Creek Estates Ph 4b,4613,8799,2011,167,50,14597175,33.1692204,-96.8540714
3/1/2022,Single Family Residential,3175 Villandry Ln,Frisco,75033,515000,4,2.5,Griffin Parc Ph 2,2823,7579,2004,182,58,14752491,33.1749644,-96.8623535
7/1/2021,Single Family Residential,11265 Berkeley Hall Ln,Frisco,75033,700000,5,4,Shaddock Creek Estates Ph 3,4229,7362,2006,166,50,14598372,33.1721925,-96.8540714
4/1/2021,Single Family Residential,11341 Lenox Ln,Frisco,75033,910000,5,5.5,Griffin Parc Ph 4,5082,12197,2008,179,58,14520491,33.1711984,-96.8562495
11/1/2021,Single Family Residential,4196 Chevy Chase Ln,Frisco,75033,835000,5,4,Shaddock Creek Estates Ph 4b,4603,8799,2010,181,50,14669758,33.1704609,-96.8522318
4/1/2022,Single Family Residential,4248 Roaring Fork Ln,Frisco,75033,1500000,5,6,Shaddock Creek Estates Ph 6a,5395,12153,2007,278,121,20004515,33.166208,-96.85141
9/1/2021,Single Family Residential,3583 Norwich Ln,Frisco,75033,875950,5,4.5,Shaddock Creek Estates Ph 2,4569,11718,2006,192,50,14640198,33.167782,-96.857882
7/1/2021,Single Family Residential,4135 Cherry Ridge Dr,Frisco,75033,349900,3,2,Kings Garden Ph 3,1919,7449,2004,182,38,14605405,33.1591303,-96.8528884
4/1/2022,Single Family Residential,3989 Sparkling Brook Dr,Frisco,75033,539100,4,3,Kings Garden Ph 3,2337,9453,2005,231,44,20022845,33.1615148,-96.8540071
5/1/2022,Single Family Residential,3961 Baroque Way,Frisco,75033,475000,4,2,Kings Garden Ph 3,2096,7231,2004,227,44,20052273,33.1603885,-96.8537154
4/1/2021,Single Family Residential,3349 Corkwood Dr,Frisco,75033,649900,5,4,Heather Ridge Estates Ph II A,3722,8494,2003,175,44,14535746,33.1630554,-96.8612733
7/1/2021,Single Family Residential,11436 Blackhawk Dr,Frisco,75033,495000,4,3.5,The Fairways Ph 5,3024,6926,2002,164,42,14618692,33.1720792,-96.8637647
7/1/2022,Single Family Residential,9825 Chamber Hall Dr,Frisco,75034,450000,3,2,Kings Garden 02,1840,1,2004,245,44,20064142,33.1599142,-96.8567731
4/1/2021,Single Family Residential,11394 Lenox Ln,Frisco,75033,915000,5,4.5,Griffin Parc Ph 4,5072,12937,2008,180,58,14523880,33.171884,-96.855593
7/1/2021,Single Family Residential,3170 Birchridge Dr,Frisco,75033,550000,4,4,Heather Ridge Estates Ph I,3486,7579,2001,158,44,14614166,33.1590342,-96.8625456
2/1/2022,Single Family Residential,4099 Bal Harbour Ln,Frisco,75033,825000,4,3.5,Shaddock Creek Estates Ph 3,4088,7362,2010,202,50,14735707,33.1708776,-96.8528482
5/1/2021,Single Family Residential,9831 Buckhorn Dr,Frisco,75033,549900,4,3.5,Heather Ridge Estates Ph II B,3707,8538,2004,148,44,14534701,33.1610355,-96.8602461
2/1/2022,Single Family Residential,3187 Blue Oak Dr,Frisco,75033,750000,4,3.5,Heather Ridge Estates Ph I,3569,7579,2001,210,44,14753347,33.1594183,-96.8622706
8/1/2022,Single Family Residential,3529 Barkwood Ln,Frisco,75033,825000,5,3.5,Heather Ridge Estates Ph II B,3398,8799,2006,243,44,20115105,33.1623039,-96.8586555
7/1/2022,Single Family Residential,4662 Veneto Dr,Frisco,75033,975000,4,3.5,Griffin Parc Ph 1,4286,14505,2002,227,58,20091649,33.1740381,-96.8475376
5/1/2022,Single Family Residential,9302 Mirror Fountain Cir,Frisco,75033,539000,4,2,Kings Garden Ph 1,2112,8729,2005,255,44,20029369,33.1554588,-96.8538792
4/1/2021,Single Family Residential,4151 Castle Bank Ln,Frisco,75033,1050000,5,5,Shaddock Creek Estates Ph 5,5017,12153,2011,209,125,14532835,33.163911,-96.8520609
7/1/2021,Single Family Residential,4005 Sydney Dr,Frisco,75033,385000,4,2.5,Kings Garden PH 3,2550,7492,2004,151,38,14578117,33.158486,-96.8535011
5/1/2022,Single Family Residential,4101 Sun King Ln,Frisco,75033,575000,4,2,Kings Garden Ph 2,2001,9104,2002,287,44,20039254,33.1574184,-96.8529648
6/1/2022,Single Family Residential,3615 Corkwood Dr,Frisco,75033,875000,5,4.5,Heather Ridge Estates Ph II A,4644,10324,2003,188,44,20051769,33.1628339,-96.8578151
8/1/2021,Single Family Residential,3997 Siena Dr,Frisco,75033,815000,4,3.5,Griffin Parc Ph 1,4506,16204,2004,181,33,14618400,33.1747312,-96.8540129
3/1/2021,Single Family Residential,4182 Glenhurst Ln,Frisco,75033,1099000,4,4.5,Shaddock Creek Estates Ph 5,5090,11718,2014,216,125,14506403,33.1652154,-96.8517037
11/1/2021,Single Family Residential,4046 Sydney Dr,Frisco,75033,380000,3,2,Kings Garden Ph 3,1919,7536,2004,198,38,14685091,33.158709,-96.8528996
9/1/2021,Single Family Residential,3854 Cherry Ridge Dr,Frisco,75033,417000,4,2,Kings Garden Ph 3,2418,9453,2004,172,38,14632783,33.1605315,-96.8551374
7/1/2021,Single Family Residential,10863 Stone House Ln,Frisco,75033,875000,5,4.5,Shaddock Creek Estates Ph 4a,4863,8886,2011,180,50,14607751,33.1683731,-96.8551579
6/1/2021,Single Family Residential,3471 Delford Dr,Frisco,75033,600000,5,4.5,Heather Ridge Estates Ph V,4048,8538,2006,148,44,14531873,33.1555401,-96.8596006
5/1/2021,Single Family Residential,4016 Sun King Ln,Frisco,75033,400000,4,2.5,Kings Garden Ph 2,2603,7797,2003,154,38,14554210,33.1583025,-96.853985
11/1/2021,Single Family Residential,9639 Aristocrat Ln,Frisco,75033,419900,3,2,Kings Garden Ph 2,2118,8973,2003,198,38,14693245,33.1585715,-96.8573942
5/1/2021,Single Family Residential,11292 Berkeley Hall Ln,Frisco,75033,592000,5,5,Shaddock Creek Estates Ph 3,4230,7362,2008,140,50,14524717,33.1723554,-96.8535563
10/1/2021,Single Family Residential,11601 Westlawn Ln,Frisco,75033,649900,5,4,Griffin Parc Ph 2,3505,9148,2011,185,58,14673488,33.1738398,-96.8619625
10/1/2021,Single Family Residential,3498 Bumelia Dr,Frisco,75033,675000,5,4,Heather Ridge Estates Ph II B,3732,9191,2004,181,44,14648503,33.1619855,-96.8589089
3/1/2021,Single Family Residential,11336 Altamont Dr,Frisco,75033,730000,5,4.5,Griffin Parc Ph 4,4342,11761,2004,168,58,14511609,33.1711708,-96.8567522
8/1/2021,Single Family Residential,11047 Sugar Mill Ln,Frisco,75033,725000,4,4,Shaddock Creek Estates Ph 4b,4463,8843,2011,162,50,14632842,33.170541,-96.855111
10/1/2021,Single Family Residential,3864 Siena Dr,Frisco,75033,785000,4,3.5,Griffin Parc Ph 1,4239,9583,2008,185,58,14672879,33.1759637,-96.855046
5/1/2022,Single Family Residential,4177 Siena Dr,Frisco,75033,800000,5,4,Griffin Parc Ph 1,3602,7362,2002,222,58,20019172,33.1744251,-96.8525662
7/1/2022,Single Family Residential,3279 Birchridge Dr,Frisco,75033,849900,4,3.5,Heather Ridge Estates Ph I,3744,10890,2001,227,44,20071263,33.1585995,-96.8612704
5/1/2021,Single Family Residential,3777 Neptune Cir,Frisco,75033,550000,4,3,Kings Garden Ph 2,3295,12589,2003,167,38,14533512,33.1575007,-96.8558248
5/1/2021,Single Family Residential,11751 Eden Ln,Frisco,75033,367000,3,2,Griffin Parc Ph 2,2135,7623,2004,172,58,14559403,33.1747236,-96.863266
4/1/2021,Single Family Residential,3304 Hartford Ln,Frisco,75033,775000,5,4,Shaddock Creek Estates Ph 1,4709,9845,2008,165,50,14521435,33.1684675,-96.8618299
5/1/2021,Single Family Residential,3377 Hartford Ln,Frisco,75033,739500,5,4,Shaddock Creek Estates Ph 1,4396,8973,2006,168,50,14563093,33.1679417,-96.8610706
7/1/2021,Single Family Residential,4133 nobleman Dr,Frisco,75033,375000,4,2,Kings Gdn Ph2,2096,4356,2002,179,38,14579980,33.1557496,-96.8527265
8/1/2021,Single Family Residential,3777 Bloomfield Ln,Frisco,75033,878400,5,4,Shaddock Creek Estates Ph 2,4778,12327,2006,184,50,14621713,33.1695468,-96.856082
9/1/2021,Single Family Residential,9130 Apollo Ct,Frisco,75033,375000,3,2,Kings Garden Ph 1,1919,7100,2002,195,35,14672668,33.1538438,-96.852394
5/1/2021,Single Family Residential,11313 Lamar Ln,Frisco,75033,700000,5,4,Shaddock Creek Estates Ph 3,4129,8494,2006,170,50,14542554,33.1724084,-96.8521431
7/1/2021,Single Family Residential,10147 Tambra Dr,Frisco,75033,750000,4,4.5,Heather Ridge Estates Ph IV,4637,9017,2006,162,42,14595023,33.1639612,-96.8623604
